0,26.060346949504204
1,26.51926251804114
2,73.13023912093777
3,142.4034831920605
4,43.916346640759976
5,45.32090275920484
6,25.484158380662983
7,59.27802216156426
8,44.78060958038533
9,18.62671226856421
10,42.77636528403521
11,27.867262707632836
12,54.10775669681155
13,24.338091343843832
14,20.592540076196705
15,38.2503032766973
16,33.29536526999627
17,28.395218218827505
18,35.676370488303924
19,39.81802771653343
20,36.56001358147714
21,30.76781080785128
22,37.90688309217947
23,89.63542967222745
24,35.037245401623714
25,28.493497423833887
26,44.48922929349253
27,21.332832662146306
28,18.3279340367103
29,24.934126448932524
30,20.446385460934184
31,33.24821885351083
32,45.273658258695136
33,42.859429786727766
34,26.378805018109475
35,27.180064970056733
36,45.47651670656271
37,51.522469384850254
38,24.82415580408624
39,48.95848174428595
40,47.17035056730507
41,74.19374146441386
42,38.9478357831051
43,37.25233824667365
44,29.31285529446305
